"Date","Price","Open","High","Low","Vol.","Change %"
"2021-03-11","66.10","65.95","66.52","65.58","1.07M","0.17%"
"2021-03-10","65.99","65.48","66.50","65.31","867.60K","0.78%"
"2021-03-09","65.48","65.18","66.21","65.18","877.78K","0.41%"
"2021-03-08","65.21","64.74","65.80","64.60","1.05M","0.79%"
"2021-03-05","64.70","64.13","64.94","63.80","969.99K","1.17%"
"2021-03-04","63.95","62.77","64.43","62.46","1.30M","2.09%"
"2021-03-03","62.64","62.57","62.95","62.23","866.26K","-0.10%"
"2021-03-02","62.70","61.81","63.03","61.81","904.91K","1.55%"
"2021-03-01","61.74","61.89","62.17","61.59","1.13M","0.67%"
"2021-02-26","61.33","62.60","63.04","61.20","1.80M","-2.70%"
"2021-02-25","63.03","61.30","63.27","61.27","1.14M","3.57%"
"2021-02-24","60.86","61.67","61.96","60.86","727.13K","-1.47%"
"2021-02-23","61.77","61.62","62.04","61.35","661.26K","0.57%"
"2021-02-22","61.42","61.81","61.87","61.23","705.84K","-0.74%"
"2021-02-19","61.88","62.12","62.26","61.73","621.47K","-0.43%"
"2021-02-18","62.15","62.12","62.42","61.93","553.07K","-0.05%"
"2021-02-17","62.18","62.57","62.90","61.94","500.64K","-0.67%"
"2021-02-16","62.60","62.76","63.24","62.32","491.67K","0.03%"
"2021-02-12","62.58","62.04","62.86","61.70","440.49K","0.87%"
"2021-02-11","62.04","62.23","62.40","61.99","411.19K","-0.35%"
"2021-02-10","62.26","62.60","62.61","61.84","561.43K","-0.40%"
"2021-02-09","62.51","62.11","62.58","61.76","435.72K","0.68%"
"2021-02-08","62.09","62.04","62.40","61.95","417.34K","0.11%"
"2021-02-05","62.02","62.14","62.20","61.76","590.18K","-0.37%"
"2021-02-04","62.25","61.84","62.39","61.56","439.26K","0.73%"
"2021-02-03","61.80","62.65","62.65","61.75","897.94K","-1.51%"
"2021-02-02","62.75","63.11","63.49","62.46","643.23K","-0.43%"
"2021-02-01","63.02","61.80","63.16","61.42","880.47K","2.06%"
"2021-01-29","61.75","63.00","63.06","61.55","941.97K","-2.05%"
"2021-01-28","63.04","63.58","63.99","63.02","613.46K","-0.58%"
"2021-01-27","63.41","64.15","64.66","63.25","713.20K","-1.01%"
"2021-01-26","64.06","64.25","64.42","63.31","625.00K","0.19%"
"2021-01-25","63.94","63.35","64.15","63.11","563.21K","0.93%"
"2021-01-22","63.35","63.44","63.54","63.00","406.96K","-0.27%"
"2021-01-21","63.52","63.24","63.58","63.15","765.62K","0.51%"
"2021-01-20","63.20","63.63","63.72","63.00","843.62K","-0.72%"
"2021-01-19","63.66","63.98","64.01","63.35","556.42K","-0.22%"
"2021-01-18","63.80","64.46","64.49","63.79","187.81K","-0.65%"
"2021-01-15","64.22","63.47","64.30","63.04","615.76K","1.90%"
"2021-01-14","63.02","63.52","63.65","63.00","472.49K","-0.82%"
"2021-01-13","63.54","64.00","64.23","63.45","584.32K","-0.81%"
"2021-01-12","64.06","64.34","64.40","63.76","478.29K","-0.64%"
"2021-01-11","64.47","65.26","65.51","64.32","476.85K","-0.98%"
"2021-01-08","65.11","64.20","65.27","64.20","469.50K","1.21%"
"2021-01-07","64.33","64.62","64.62","64.00","603.14K","-0.20%"
"2021-01-06","64.46","63.52","64.56","63.52","661.48K","0.99%"
"2021-01-05","63.83","63.49","63.86","63.05","453.14K","0.13%"
"2021-01-04","63.75","63.01","63.83","63.00","340.94K","1.50%"
"2020-12-31","62.81","63.06","63.40","62.75","393.41K","-0.49%"
"2020-12-30","63.12","63.52","63.60","63.10","292.88K","-0.54%"
"2020-12-29","63.46","63.67","63.91","63.40","360.37K","-0.41%"
"2020-12-24","63.72","63.57","63.85","63.51","235.42K","0.05%"
"2020-12-23","63.69","64.12","64.14","63.62","419.20K","-0.52%"
"2020-12-22","64.02","64.10","64.28","63.92","596.11K","-0.06%"
"2020-12-21","64.06","64.50","64.67","63.90","3.78M","-0.84%"
"2020-12-18","64.60","64.67","65.09","64.30","1.50M","-0.11%"
"2020-12-17","64.67","65.58","65.69","64.15","690.30K","-1.13%"
"2020-12-16","65.41","65.52","66.54","65.35","928.15K","0.41%"
"2020-12-15","65.14","65.22","65.65","65.05","1.01M","-0.09%"
"2020-12-14","65.20","65.24","65.59","64.92","1.00M","-0.44%"
"2020-12-11","65.49","65.25","65.86","64.97","834.61K","0.43%"
"2020-12-10","65.21","65.68","65.71","65.08","848.57K","-0.93%"
"2020-12-09","65.82","64.28","65.94","63.87","1.22M","2.88%"
"2020-12-08","63.98","63.14","64.40","63.12","1.02M","1.23%"
"2020-12-07","63.20","63.56","63.74","63.15","858.96K","-0.52%"
"2020-12-04","63.53","64.09","64.10","63.41","860.35K","-0.80%"
"2020-12-03","64.04","63.43","64.10","63.31","590.94K","0.79%"
"2020-12-02","63.54","63.50","63.76","63.23","688.80K","-0.09%"
"2020-12-01","63.60","64.37","64.50","63.55","692.16K","-0.93%"
"2020-11-30","64.20","64.60","64.60","63.76","1.19M","-0.16%"
"2020-11-27","64.30","64.03","64.60","63.67","441.31K","0.37%"
"2020-11-26","64.06","64.00","64.17","63.65","202.71K","0.33%"
"2020-11-25","63.85","64.35","64.53","63.71","804.27K","-0.37%"
"2020-11-24","64.09","64.91","64.91","64.04","828.11K","-1.17%"
"2020-11-23","64.85","64.51","64.91","64.15","809.17K","0.92%"
"2020-11-20","64.26","64.40","64.40","63.61","649.88K","-0.03%"
"2020-11-19","64.28","64.08","64.50","63.71","560.32K","0.22%"
"2020-11-18","64.14","65.15","65.17","64.01","1.18M","-1.58%"
"2020-11-17","65.17","65.10","65.40","64.96","1.16M","-0.12%"
"2020-11-16","65.25","65.70","66.02","65.11","1.56M","-0.68%"
"2020-11-13","65.70","67.20","67.25","65.50","1.30M","-2.81%"
"2020-11-12","67.60","67.94","68.53","67.31","736.45K","1.41%"
"2020-11-11","66.66","66.04","66.71","65.74","653.51K","1.03%"
"2020-11-10","65.98","66.02","66.44","65.83","856.71K","-0.03%"
"2020-11-09","66.00","67.25","67.85","65.98","976.03K","-0.90%"
"2020-11-06","66.60","65.86","66.79","65.77","894.77K","1.11%"
"2020-11-05","65.87","66.23","66.53","65.50","997.39K","-0.39%"
"2020-11-04","66.13","66.20","66.91","66.01","1.01M","0.39%"
"2020-11-03","65.87","66.17","66.90","65.80","380.44K","-0.54%"
"2020-11-02","66.23","66.76","66.98","65.91","324.27K","-0.14%"
"2020-10-30","66.32","66.65","66.89","65.70","663.93K","-0.64%"
"2020-10-29","66.75","67.00","67.29","66.52","373.27K","0.03%"
"2020-10-28","66.73","66.88","67.37","66.70","512.96K","-0.61%"
"2020-10-27","67.14","67.19","67.48","66.71","322.53K","0.16%"
"2020-10-26","67.03","67.48","67.55","66.87","328.45K","-0.80%"
"2020-10-23","67.57","67.85","67.95","67.25","281.91K","-0.09%"
"2020-10-22","67.63","68.46","68.66","67.63","714.19K","-1.37%"
"2020-10-21","68.57","68.45","68.82","68.14","258.52K","0.31%"
"2020-10-20","68.36","68.62","68.98","68.01","530.73K","-0.28%"
"2020-10-19","68.55","69.37","69.51","68.45","379.59K","-1.20%"
"2020-10-16","69.38","69.32","69.89","69.14","313.87K","-0.10%"
"2020-10-15","69.45","68.57","69.48","68.31","340.25K","0.97%"
"2020-10-14","68.78","68.78","69.02","68.35","428.16K","-0.22%"
"2020-10-13","68.93","69.71","69.71","68.67","388.34K","0.10%"
"2020-10-09","68.86","69.38","69.71","68.82","354.34K","-0.63%"
"2020-10-08","69.30","69.48","69.56","68.96","1.35M","-0.20%"
"2020-10-07","69.44","69.75","69.86","69.43","295.38K","-0.24%"
"2020-10-06","69.61","69.55","69.90","68.98","513.58K","-0.33%"
"2020-10-05","69.84","69.19","69.90","69.00","574.16K","0.71%"
"2020-10-02","69.35","69.26","69.52","68.59","350.59K","-0.40%"
"2020-10-01","69.63","69.73","69.91","69.26","394.11K","-0.14%"
"2020-09-30","69.73","70.32","70.32","69.58","533.34K","-0.77%"
"2020-09-29","70.27","70.60","70.70","69.79","326.18K","-0.64%"
"2020-09-28","70.72","70.73","71.28","70.36","453.37K","0.03%"
"2020-09-25","70.70","69.95","70.97","69.44","1.40M","1.14%"
"2020-09-24","69.90","69.49","70.03","69.49","781.08K","0.17%"
"2020-09-23","69.78","69.90","70.30","69.52","429.86K","-0.17%"
"2020-09-22","69.90","68.14","70.06","67.94","618.60K","3.16%"
"2020-09-21","67.76","67.50","68.19","66.83","437.52K","0.10%"
"2020-09-18","67.69","68.22","68.22","67.56","1.63M","-0.44%"
"2020-09-17","67.99","67.18","68.45","67.18","577.78K","0.83%"
"2020-09-16","67.43","68.64","69.18","67.42","589.61K","-1.79%"
"2020-09-15","68.66","68.49","69.38","68.46","588.18K","0.59%"
"2020-09-14","68.26","68.00","68.88","67.93","804.93K","0.06%"
"2020-09-11","68.22","68.81","69.00","68.06","626.53K","-0.28%"
"2020-09-10","68.41","68.60","69.00","68.17","537.30K","-0.20%"
"2020-09-09","68.55","67.19","68.88","67.13","639.99K","2.62%"
"2020-09-08","66.80","66.85","67.25","66.42","1.66M","0.03%"
"2020-09-04","66.78","68.10","68.42","66.74","778.20K","-1.75%"
"2020-09-03","67.97","68.80","69.23","67.80","606.96K","-0.92%"
"2020-09-02","68.60","67.21","68.93","67.11","728.61K","2.56%"
"2020-09-01","66.89","67.03","67.36","66.59","763.86K","-0.77%"
"2020-08-31","67.41","68.40","68.67","67.28","854.14K","-1.45%"
"2020-08-28","68.40","69.71","69.73","68.39","422.66K","-2.02%"
"2020-08-27","69.81","69.69","70.43","69.57","374.60K","0.19%"
"2020-08-26","69.68","70.34","70.60","69.01","605.15K","-0.92%"
"2020-08-25","70.33","71.04","71.21","70.16","382.09K","-1.12%"
"2020-08-24","71.13","71.09","71.42","70.64","547.46K","0.04%"
"2020-08-21","71.10","70.76","71.24","70.33","688.90K","0.49%"
"2020-08-20","70.75","70.79","71.08","70.55","461.51K","-0.21%"
"2020-08-19","70.90","70.89","71.31","70.70","688.75K","-0.14%"
"2020-08-18","71.00","70.81","71.08","70.65","429.42K","0.41%"
"2020-08-17","70.71","70.78","71.04","70.51","433.78K","-0.11%"
"2020-08-14","70.79","70.88","71.35","70.51","696.75K","0.08%"
"2020-08-13","70.73","70.13","71.06","69.86","611.87K","0.54%"
"2020-08-12","70.35","70.31","71.77","70.20","647.36K","0.21%"
"2020-08-11","70.20","69.76","70.38","69.75","710.00K","0.96%"
"2020-08-10","69.53","69.91","69.97","69.08","509.21K","-0.40%"
"2020-08-07","69.81","69.91","70.21","69.63","289.57K","-0.23%"
"2020-08-06","69.97","69.56","70.06","69.37","446.22K","0.10%"
"2020-08-05","69.90","69.79","69.96","69.37","297.50K","0.19%"
"2020-08-04","69.77","69.85","70.11","69.39","483.75K","0.40%"
"2020-07-31","69.49","69.55","70.00","68.45","360.46K","-0.73%"
"2020-07-30","70.00","69.60","70.01","69.19","341.26K","0.30%"
"2020-07-29","69.79","69.12","70.10","68.71","687.20K","1.44%"
"2020-07-28","68.80","69.00","69.42","68.69","310.05K","-0.65%"
"2020-07-27","69.25","68.79","69.66","68.79","222.45K","0.17%"
"2020-07-24","69.13","69.53","69.64","68.52","357.44K","-0.48%"
"2020-07-23","69.46","69.23","70.03","68.69","665.20K","1.52%"
"2020-07-22","68.42","68.99","69.09","68.19","400.25K","-0.54%"
"2020-07-21","68.79","70.19","70.57","68.69","449.48K","-1.97%"
"2020-07-20","70.17","70.54","70.69","70.15","282.52K","-0.26%"
"2020-07-17","70.35","69.54","70.54","69.40","367.99K","1.08%"
"2020-07-16","69.60","69.14","69.93","69.09","271.12K","0.35%"
"2020-07-15","69.36","68.69","70.06","68.52","558.39K","1.37%"
"2020-07-14","68.42","67.87","68.69","67.87","669.07K","0.47%"
"2020-07-13","68.10","67.42","68.24","67.06","442.69K","0.99%"
"2020-07-10","67.43","66.96","67.50","66.79","327.91K","0.85%"
"2020-07-09","66.86","66.81","67.70","66.49","292.01K","-0.04%"
"2020-07-08","66.89","67.25","67.40","66.50","354.79K","-0.62%"
"2020-07-07","67.31","67.22","67.66","66.96","372.37K","-0.27%"
"2020-07-06","67.49","66.88","67.74","66.38","448.33K","1.17%"
"2020-07-03","66.71","66.82","66.82","66.10","237.53K","0.18%"
"2020-07-02","66.59","66.62","67.05","66.28","684.02K","0.73%"
"2020-06-30","66.11","67.06","67.49","65.88","683.85K","-1.62%"
"2020-06-29","67.20","65.49","67.50","65.36","735.35K","2.85%"
"2020-06-26","65.34","66.64","66.80","65.20","495.38K","-1.94%"
"2020-06-25","66.63","66.15","66.68","65.46","465.19K","0.76%"
"2020-06-24","66.13","65.16","66.39","64.98","1.05M","1.41%"
"2020-06-23","65.21","66.75","67.04","64.75","1.27M","-2.00%"
"2020-06-22","66.54","67.13","67.70","66.37","983.26K","-0.91%"
"2020-06-19","67.15","66.70","67.34","66.10","2.95M","1.33%"
"2020-06-18","66.27","66.12","66.80","65.85","405.16K","0.53%"
"2020-06-17","65.92","66.88","67.25","65.65","814.07K","-1.12%"
"2020-06-16","66.67","67.06","67.43","66.10","847.53K","0.74%"
"2020-06-15","66.18","65.95","66.60","65.39","745.49K","-0.39%"
"2020-06-12","66.44","66.24","66.86","65.49","1.33M","1.42%"
"2020-06-11","65.51","66.42","66.45","65.40","870.75K","-1.93%"
"2020-06-10","66.80","66.08","67.20","65.98","849.63K","1.23%"
"2020-06-09","65.99","66.27","66.41","65.58","629.67K","-0.48%"
"2020-06-08","66.31","67.47","67.54","66.28","987.00K","-1.70%"
"2020-06-05","67.46","67.98","67.98","67.00","707.43K","0.55%"
"2020-06-04","67.09","67.81","68.25","67.05","612.59K","-1.28%"
"2020-06-03","67.96","68.00","68.50","67.45","587.22K","0.56%"
"2020-06-02","67.58","67.20","67.70","66.48","573.80K","0.87%"
"2020-06-01","67.00","68.19","68.62","66.76","428.20K","-1.70%"
"2020-05-29","68.16","68.09","68.94","67.80","1.10M","-0.06%"
"2020-05-28","68.20","66.69","68.33","66.66","724.70K","2.19%"
"2020-05-27","66.74","67.20","67.45","65.46","1.17M","-0.28%"
"2020-05-26","66.93","67.44","67.44","66.55","826.65K","0.13%"
"2020-05-25","66.84","66.73","67.10","66.43","235.71K","0.66%"
"2020-05-22","66.40","67.05","67.26","65.65","755.08K","-0.66%"
"2020-05-21","66.84","67.60","67.63","66.60","719.37K","-0.98%"
"2020-05-20","67.50","69.19","69.35","67.20","746.04K","-1.75%"
"2020-05-19","68.70","68.49","68.93","67.79","679.45K","1.96%"
"2020-05-15","67.38","67.79","68.37","67.36","557.54K","-1.12%"
"2020-05-14","68.14","67.68","68.85","67.14","411.16K","0.13%"
"2020-05-13","68.05","69.99","70.47","67.92","511.33K","-2.92%"
"2020-05-12","70.10","71.55","71.72","69.93","543.42K","-2.22%"
"2020-05-11","71.69","69.29","71.69","68.72","637.04K","3.51%"
"2020-05-08","69.26","67.70","69.26","67.42","446.62K","2.74%"
"2020-05-07","67.41","68.51","68.80","67.22","593.84K","-1.72%"
"2020-05-06","68.59","69.25","69.26","68.39","620.93K","-0.36%"
"2020-05-05","68.84","67.77","69.17","67.44","932.20K","1.58%"
"2020-05-04","67.77","68.33","68.68","67.39","528.61K","-0.46%"
"2020-05-01","68.08","68.03","68.79","67.60","454.69K","-0.61%"
"2020-04-30","68.50","70.75","70.80","68.27","1.41M","-2.91%"
"2020-04-29","70.55","74.00","74.19","70.17","1.07M","-3.84%"
"2020-04-28","73.37","75.14","75.44","73.37","1.03M","-2.17%"
"2020-04-27","75.00","75.25","75.47","73.75","501.37K","0.67%"
"2020-04-24","74.50","74.31","75.07","74.05","567.96K","0.24%"
"2020-04-23","74.32","74.47","75.01","73.95","570.22K","-0.84%"
"2020-04-22","74.95","72.97","75.22","72.97","832.03K","2.83%"
"2020-04-21","72.89","73.82","74.79","72.73","669.27K","-2.45%"
"2020-04-20","74.72","73.30","74.87","72.79","445.83K","1.07%"
"2020-04-17","73.93","74.60","74.60","72.65","755.29K","0.63%"
"2020-04-16","73.47","73.70","74.24","73.07","602.56K","0.88%"
"2020-04-15","72.83","73.21","73.99","72.30","801.93K","-0.46%"
"2020-04-14","73.17","72.96","73.82","72.42","689.51K","0.80%"
"2020-04-13","72.59","71.81","72.72","71.09","532.66K","0.86%"
"2020-04-09","71.97","74.85","75.02","71.79","1.16M","-3.64%"
"2020-04-08","74.69","75.79","76.00","73.91","712.38K","-0.70%"
"2020-04-07","75.22","75.57","77.00","74.32","1.14M","-0.29%"
"2020-04-06","75.44","74.00","76.42","73.61","1.10M","4.08%"
"2020-04-03","72.48","71.17","72.64","70.81","769.99K","2.07%"
"2020-04-02","71.01","71.32","72.32","69.90","816.01K","-1.33%"
"2020-04-01","71.97","71.07","72.65","70.33","1.52M","-0.80%"
"2020-03-31","72.55","68.38","72.91","68.05","1.28M","4.93%"
"2020-03-30","69.14","68.00","69.25","65.29","769.88K","2.86%"
"2020-03-27","67.22","67.87","68.69","65.92","630.40K","-2.01%"
"2020-03-26","68.60","67.76","68.99","66.68","907.22K","2.07%"
"2020-03-25","67.21","63.58","69.25","62.58","1.10M","5.61%"
"2020-03-24","63.64","61.79","63.64","60.44","1.11M","6.60%"
"2020-03-23","59.70","66.72","67.31","59.01","1.20M","-10.56%"
"2020-03-20","66.75","67.27","69.20","66.38","2.15M","-0.07%"
"2020-03-19","66.80","67.55","68.32","66.43","1.55M","-0.73%"
"2020-03-18","67.29","68.22","71.64","66.70","1.79M","-3.53%"
"2020-03-17","69.75","66.86","72.88","66.60","2.13M","7.97%"
"2020-03-16","64.60","60.01","66.44","60.00","1.70M","-2.84%"
"2020-03-13","66.49","61.20","66.77","60.38","2.09M","11.80%"
"2020-03-12","59.47","65.18","65.18","59.10","1.93M","-10.76%"
"2020-03-11","66.64","67.62","69.19","66.46","1.54M","-1.96%"
"2020-03-10","67.97","68.50","69.31","67.32","1.48M","1.28%"
"2020-03-09","67.11","67.36","71.45","67.00","1.61M","-7.24%"
"2020-03-06","72.35","71.24","72.87","71.00","1.06M","0.67%"
"2020-03-05","71.87","71.13","72.38","70.50","924.13K","0.41%"
"2020-03-04","71.58","69.81","71.91","69.81","953.82K","3.51%"
"2020-03-03","69.15","67.41","70.08","67.28","1.31M","2.66%"
"2020-03-02","67.36","66.86","67.66","66.01","1.43M","1.29%"
"2020-02-28","66.50","68.88","69.25","66.34","1.79M","-4.11%"
"2020-02-27","69.35","69.45","70.25","69.21","488.59K","-0.47%"
"2020-02-26","69.68","69.01","70.53","69.01","742.45K","-0.11%"
"2020-02-25","69.76","69.61","70.50","69.47","703.25K","-0.34%"
"2020-02-24","70.00","69.16","70.04","68.63","449.29K","-0.21%"
"2020-02-21","70.15","69.82","70.15","69.35","618.37K","0.33%"
"2020-02-20","69.92","69.98","70.44","69.57","518.72K","-1.65%"
"2020-02-19","71.09","71.16","71.39","70.85","545.29K","0.01%"
"2020-02-18","71.08","71.00","71.66","70.72","274.21K","-0.01%"
"2020-02-14","71.09","70.77","71.16","70.68","203.10K","0.35%"
"2020-02-13","70.84","70.47","70.84","70.00","319.40K","0.33%"
"2020-02-12","70.61","70.62","70.96","70.10","397.34K","-0.18%"
"2020-02-11","70.74","71.01","71.35","70.56","248.46K","-0.30%"
"2020-02-10","70.95","70.39","71.25","70.20","219.93K","0.78%"
"2020-02-07","70.40","70.63","70.70","70.16","336.16K","-0.27%"
"2020-02-06","70.59","69.80","70.70","69.78","305.14K","1.10%"
"2020-02-05","69.82","69.69","70.17","69.34","411.60K","0.40%"
"2020-02-04","69.54","69.53","69.85","69.46","370.86K","0.51%"
"2020-02-03","69.19","69.47","69.75","69.19","297.75K","-0.07%"
"2020-01-31","69.24","69.62","69.89","68.97","345.00K","-0.72%"
"2020-01-30","69.74","69.30","69.96","69.13","424.72K","0.36%"
"2020-01-29","69.49","69.32","69.58","68.68","420.17K","0.33%"
"2020-01-28","69.26","69.63","69.80","68.97","448.82K","-0.59%"
"2020-01-27","69.67","68.47","69.81","68.27","369.24K","1.07%"
"2020-01-24","68.93","69.12","69.12","68.63","237.66K","-0.03%"
"2020-01-23","68.95","69.05","69.70","68.67","402.57K","-0.20%"
"2020-01-22","69.09","68.60","69.49","68.55","474.33K","0.44%"
"2020-01-21","68.79","68.60","68.99","68.29","407.57K","0.35%"
"2020-01-20","68.55","68.10","68.59","68.00","180.86K","0.25%"
"2020-01-17","68.38","68.12","68.57","68.03","321.47K","0.48%"
"2020-01-16","68.05","67.39","68.13","67.35","444.92K","1.08%"
"2020-01-15","67.32","67.06","67.64","67.06","379.97K","0.52%"
"2020-01-14","66.97","66.71","67.14","66.70","503.27K","-0.03%"
"2020-01-13","66.99","67.88","67.89","66.91","564.79K","-1.27%"
"2020-01-10","67.85","67.98","68.11","67.59","365.16K","-0.06%"
"2020-01-09","67.89","67.76","68.25","67.55","330.08K","0.47%"
"2020-01-08","67.57","67.22","68.67","67.20","498.44K","0.52%"
"2020-01-07","67.22","66.77","67.44","66.69","357.36K","0.76%"
"2020-01-06","66.71","66.97","67.05","66.61","348.52K","-0.45%"
"2020-01-03","67.01","66.47","67.13","66.37","405.03K","0.39%"
"2020-01-02","66.75","67.01","67.10","66.44","294.36K","-0.37%"
"2019-12-31","67.00","67.06","67.24","66.62","213.09K","-0.49%"
"2019-12-30","67.33","67.60","67.60","66.92","240.41K","-0.66%"
"2019-12-27","67.78","67.70","67.82","67.45","144.90K","0.16%"
"2019-12-24","67.67","67.60","67.72","67.23","108.64K","-0.01%"
"2019-12-23","67.68","67.68","68.04","67.50","213.32K","-0.32%"
"2019-12-20","67.90","67.53","68.05","67.53","1.19M","0.35%"
"2019-12-19","67.66","68.63","68.63","67.63","548.61K","-1.63%"
"2019-12-18","68.78","69.32","69.32","68.31","583.80K","-0.75%"
"2019-12-17","69.30","69.51","69.65","69.12","508.24K","-0.17%"
"2019-12-16","69.42","69.18","69.61","69.17","292.56K","0.25%"
"2019-12-13","69.25","69.91","70.25","69.01","619.71K","-1.38%"
"2019-12-12","70.22","71.25","71.59","69.86","1.05M","-2.05%"
"2019-12-11","71.69","71.94","72.20","71.34","518.04K","-0.29%"
"2019-12-10","71.90","71.96","72.30","71.72","581.19K","-0.08%"
"2019-12-09","71.96","71.89","72.23","71.77","233.83K","-0.19%"
"2019-12-06","72.10","72.00","72.75","71.96","297.49K","0.50%"
"2019-12-05","71.74","71.54","72.12","71.20","409.07K","0.27%"
"2019-12-04","71.55","71.96","72.29","71.38","460.22K","-0.69%"
"2019-12-03","72.05","71.74","72.16","70.89","505.78K","0.29%"
"2019-12-02","71.84","71.57","72.10","71.29","843.98K","0.34%"
"2019-11-29","71.60","71.85","72.10","71.21","474.67K","-0.60%"
"2019-11-28","72.03","71.75","72.23","71.64","307.55K","0.49%"
"2019-11-27","71.68","71.39","72.21","71.37","550.42K","0.11%"
"2019-11-26","71.60","71.00","71.82","70.43","1.43M","0.83%"
"2019-11-25","71.01","70.42","71.48","70.41","476.04K","0.65%"
"2019-11-22","70.55","70.75","70.78","70.19","518.31K","-0.27%"
"2019-11-21","70.74","70.52","71.05","70.38","512.62K","0.38%"